C,S,Chiral_Centers,Mol_Weight,Formula
C16533,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O,0,336.5518,C22H40O2
C16534,CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(=O)O,0,334.5359,C22H38O2
C16535,CCCCCCCCCCCCCCCCCCC(=O)O,0,298.5038,C19H38O2
C16536,CCCCCCC/C=C/CCCCCCCC(=O)O,0,268.4348,C17H32O2
C16537,CCCCCCCCCCCCCCC(=O)O,0,242.3975,C15H30O2
C16538,OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,4,164.1565,C6H12O5
C16540,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1CO,3,630.9727,C35H34MgN4O6
C16541,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O,3,628.9568,C35H32MgN4O6
C16542,CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1,618.6768,C33H38N4O8
C16543,CCc1c2c(nc3ccc(OC(=O)N4CCC(N)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1,518.561,C28H30N4O6
C16544,CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,387.514,C26H29NO2
C16545,CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1,0,387.514,C26H29NO2
C16546,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,0,357.488,C25H27NO
C16547,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,0,373.4874,C25H27NO2
C16548,CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,0,343.4614,C24H25NO
C16549,CNCCOc1ccc(/C(=C(\c2ccccc2)C(C)O)c2ccccc2)cc1,0,373.4874,C25H27NO2
C16550,O=P1(NCCCl)NCCCO1,0,198.5877,C5H12ClN2O2P
C16551,NP(=O)(OCCCO)N(CCCl)CCCl,0,279.1012,C7H17Cl2N2O3P
C16552,ClCCNCCCl,0,142.027,C4H9Cl2N
C16553,O=P1(NCCCl)OCCC(O)N1CCCl,0,277.0854,C7H15Cl2N2O3P
C16554,O=C1CCOP(=O)(NCCCl)N1CCCl,0,275.0695,C7H13Cl2N2O3P
C16555,NP1(=O)OCCCN1CCCl,0,198.5877,C5H12ClN2O2P
C16556,O=CCCOP(=O)(NCCCl)NCCCl,0,277.0854,C7H15Cl2N2O3P
C16557,O=C(O)CCOP(=O)(NCCCl)NCCCl,0,293.0848,C7H15Cl2N2O4P
C16558,O=P(NCCCl)(NCCCl)OCCCO,0,279.1012,C7H17Cl2N2O3P
C16559,O=P(O)(NCCCl)NCCCl,0,221.0221,C4H11Cl2N2O2P
C16560,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,0,250.3367,C14H22N2O2
C16561,CCNCC(=O)Nc1c(C)cccc1C,0,206.2841,C12H18N2O
C16562,NCCCNCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O,2,491.6484,C20H41N7O5S
C16563,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)NCCCNCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O)C(=O)O,4,780.9566,C30H56N10O10S2
C16564,N[C@@H](CCC(=O)N[C@H]1CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCNCCCNC(=O)CNC1=O)C(=O)O,4,778.9408,C30H54N10O10S2
C16565,NCCCCCNCCCN,0,159.2724,C8H21N3
C16566,NCCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O,2,448.5806,C18H36N6O5S
C16567,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)NCCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O)C(=O)O,4,737.8888,C28H51N9O10S2
C16568,N[C@@H](CCC(=O)N[C@H]1CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCCNC(=O)CNC1=O)C(=O)O,4,735.873,C28H49N9O10S2
C16569,Cc1cccc(C)c1NC(=O)CN,0,178.231,C10H14N2O
C16570,Cc1cc(O)cc(C)c1N,0,137.179,C8H11NO
C16571,Cc1cccc(C(=O)O)c1N,0,151.1626,C8H9NO2
C16572,CCNCC(=O)Nc1c(C)ccc(O)c1C,0,222.2835,C12H18N2O2
C16573,CCCN1CCCC[C@H]1C(=O)Nc1c(C)ccc(O)c1C,1,290.4005,C17H26N2O2
C16574,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cc(O)cc1C,1,290.4005,C17H26N2O2
C16575,Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1,1,232.3214,C14H20N2O
C16576,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,5,285.3377,C17H19NO3
C16577,COc1ccc2c3c1O[C@H]1[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,10,475.4884,C24H29NO9
C16578,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,10,461.4618,C23H27NO9
C16579,O=C(O)/C=C(\CCC(=O)O)C(=O)O,0,188.1348,C7H8O6
C16581,*C1OC(=O)[C@@H](O)[C@H](O)C1O,2,0.0,C5H7O5R
C16582,NC(=O)OCC(O)(COC(N)=O)c1ccccc1,0,254.2393,C11H14N2O5
C16583,O=C(O)CCC[C@@](O)(CC(=O)O)C(=O)O,1,220.1767,C8H12O7
C16584,NC(=O)OCC(COC(N)=O)c1ccc(O)cc1,0,254.2393,C11H14N2O5
C16586,NC(=O)OCC(CO)c1ccccc1,0,195.2151,C10H13NO3
C16587,NC(=O)OCC(C=O)c1ccccc1,0,193.1992,C10H11NO3
C16588,O=C(O)CCCCC(=O)C(=O)O,0,174.1513,C7H10O5
C16589,O=C(O)CCCCCC(=O)C(=O)O,0,188.1779,C8H12O5
C16590,O=CCCCCCC(=O)O,0,144.1684,C7H12O3
C16591,NC(=O)OCC(C(=O)O)c1ccccc1,0,209.1986,C10H11NO4
C16592,C=C(C=O)c1ccccc1,0,132.1592,C9H8O
C16593,O=C(O)CCCCCCS,0,162.2499,C7H14O2S
C16594,C[C@@H](O)[C@H](NC(=O)CCCCCCS)C(=O)O,2,263.3537,C11H21NO4S
C16595,O=C1NC(O)C(c2ccccc2)CO1,0,193.1992,C10H11NO3
C16596,O=C1NC(=O)C(c2ccccc2)CO1,0,191.1834,C10H9NO3
C16597,O=C(O)CCC[C@H](C(=O)O)[C@@H](O)C(=O)O,2,220.1767,C8H12O7
C16598,O=C(O)CCCC[C@@](O)(CC(=O)O)C(=O)O,1,234.2033,C9H14O7
C16600,O=C(O)CCCC[C@H](C(=O)O)[C@@H](O)C(=O)O,2,234.2033,C9H14O7
C16601,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,0,252.268,C15H12N2O2
C16602,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,0,252.268,C15H12N2O2
C16603,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,0,268.2674,C15H12N2O3
C16604,Oc1ccc2c(c1)C=Cc1ccccc1N2,0,209.2432,C14H11NO
C16605,O=c1ccc2nc3ccccc3ccc-2c1,0,207.2274,C14H9NO
C16606,NC(=O)n1c2cc(=O)c(=O)cc-2ccc2ccccc21,0,266.2515,C15H10N2O3
C16607,C[N+](C)([O-])CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,340.3913,C20H21FN2O2
C16608,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,310.3654,C19H19FN2O
C16609,N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,0,296.3388,C18H17FN2O
C16610,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,0,311.3071,C18H14FNO3
C16611,N#Cc1ccc2c(c1)COC2(CCCCO)c1ccc(F)cc1,0,311.3501,C19H18FNO2
C16612,N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1,0,295.3077,C18H14FNO2
C16613,O=c1[nH]c(=S)c2[nH]c(=O)[nH]c2[nH]1,0,184.1759,C5H4N4O2S
C16614,CSc1ncnc2nc[nH]c12,0,166.2036,C6H6N4S
C16615,CSc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,4,378.2982,C11H15N4O7PS
C16616,O=P(O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,4,444.2515,C10H14N4O10P2S
C16617,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,4,524.2314,C10H15N4O13P3S
C16618,O=c1[nH]c(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,4,380.271,C10H13N4O8PS
C16619,Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,4,379.2862,C10H14N5O7PS
C16620,CSc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,4,393.3128,C11H16N5O7PS
C16621,Cn1cnc([N+](=O)[O-])c1,0,127.1014,C4H5N3O2
C16622,CC(=O)NNC(C)=O,0,116.1185,C4H8N2O2
C16623,O=C(O)CNC(=O)c1ccncc1,0,180.1607,C8H8N2O3
C16624,C/C(=N\NC(=O)c1ccncc1)C(=O)O,0,207.1861,C9H9N3O3
C16625,O=C(O)CC/C(=N\NC(=O)c1ccncc1)C(=O)O,0,265.2221,C11H11N3O5
C16626,CCCS(=O)(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,0,297.3302,C12H15N3O4S
C16627,CCCS(=O)(=O)c1ccc2[nH]c(N)nc2c1,0,239.2941,C10H13N3O2S
C16628,COC(=O)Nc1nc2cc(S(=O)(=O)CC(C)O)ccc2[nH]1,0,313.3296,C12H15N3O5S
C16629,COC(=O)Nc1nc2cc(S(=O)(=O)CCCO)ccc2[nH]1,0,313.3296,C12H15N3O5S
C16630,O=C1NCC(F)C(=O)N1,0,132.0931,C4H5FN2O2
C16631,NC(=O)NCC(F)C(=O)O,0,150.1084,C4H7FN2O3
C16632,NCC(F)C(=O)O,0,107.0836,C3H6FNO2
C16633,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,4,262.1918,C9H11FN2O6
C16634,O=c1[nH]c(=O)n([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)cc1F,4,342.1717,C9H12FN2O9P
C16635,C[C@H]1O[C@@H](n2cc(F)c(N)nc2=O)[C@H](O)[C@@H]1O,4,245.2077,C9H12FN3O4
C16637,C[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O,4,214.1104,C5H11O7P
C16638,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](OC(=O)[C@@H](N)COP(=O)(O)O)[C@H]1O,13,0.0,C13H23NO15P2R2(C5H8O6PR)n
C16639,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,4,150.1299,C5H10O5
C16640,CCCCCCCCCC(=O)[C@@H](O)CC,1,214.3443,C13H26O2
C16641,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1,586.678,C33H38N4O6
C16643,CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,10,461.4618,C23H27NO9
C16644,COc1ccc(C(O)CO)cc1OC,0,198.2158,C10H14O4
C16645,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,1086.0706,C43H74N7O17P3S
C16647,CCN(CC)CC(=O)O,0,131.1729,C6H13NO2
C16648,C=CCC(CCC)C(=O)O,0,142.1956,C8H14O2
C16649,CCCC(CC(C)O)C(=O)O,0,160.2108,C8H16O3
C16650,CCCC(CCCO)C(=O)O,0,160.2108,C8H16O3
C16651,CCCC(C(=O)O)C(O)CC,0,160.2108,C8H16O3
C16652,CCCC(C(=O)O)C(=O)CC,0,158.195,C8H14O3
C16653,CC/C=C(\CCC)C(=O)O,0,142.1956,C8H14O2
C16654,C/C=C\C(CCC)C(=O)O,0,142.1956,C8H14O2
C16655,CCCC(CC(C)=O)C(=O)O,0,158.195,C8H14O3
C16656,C=C/C=C(\CCC)C(=O)O,0,140.1797,C8H12O2
C16657,CCCC(CC(=O)O)C(=O)O,0,160.1678,C7H12O4
C16658,CCCC(CCC(=O)O)C(=O)O,0,174.1944,C8H14O4
C16659,C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1,0,277.4033,C20H23N
C16660,CCC1=NC(C)CC1(c1ccccc1)c1ccccc1,0,263.3767,C19H21N
C16661,CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1,2,339.4712,C22H29NO2
C16662,CC[C@H](OC(C)=O)C(C[C@H](C)N)(c1ccccc1)c1ccccc1,2,325.4446,C21H27NO2
C16665,CCC(C)CCCCCCCCCCC(=O)O,0,242.3975,C15H30O2
C16666,COc1cc(CN)ccc1O,0,153.1784,C8H11NO2
C16667,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,1,512.8051,C31H60O5
C16669,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,8,0.0,C5H11O10P2R(C5H8O6PR)n-1
C16671,O=C(O)C1C=CCN=C1,0,125.1253,C6H7NO2
C16672,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O,3,352.4054,C16H20N2O5S
C16673,NC(=O)C(N)CCC(=O)O,0,146.1445,C5H10N2O3
C16674,NC(=O)C(CCC(=O)O)NC=O,0,174.1546,C6H10N2O4
C16675,NCc1c[nH]c2nc(N)[nH]c(=O)c12,0,179.1793,C7H9N5O
C16676,*Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5,0.0,C11H14N5O5R
C16677,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1O,0,316.4345,C20H28O3
C16678,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O,0,314.4186,C20H26O3
C16679,CC(/C=C/C1=C(CO)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)O,0,316.4345,C20H28O3
C16680,CC(/C=C/C12OC1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O,0,316.4345,C20H28O3
C16681,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1,0,284.4357,C20H28O
C16682,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\CO)C(C)(C)CCC1,0,286.4516,C20H30O
C16683,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1=O,0,300.4351,C20H28O2
C16687,O=P(O)(OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]3O[C@@H]3[C@@H](OC[C@H]4O[C@H](OP(=O)(O)OC[C@H]5O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,40,0.0,C12H23O14P(C36H61O33P)n
C16688,O=P(O)(O)OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,9,422.2764,C12H23O14P
C16689,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O,0,0.0,C11H22O7P2(C4H6)n
C16690,*NC(=O)CC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O,2,0.0,C10H16N3O6R
C16691,*[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O[C@H]2C[C@H](Nc3nc(N)[nH]c(=O)c3NC=O)O[C@@H]2COP(=O)(O)O[C@H]2C[C@H](*)O[C@@H]2COP(=O)(O)O)O1,9,0.0,C10H16N5O8P(C5H8O5PR)n(C5H8O5PR)n
C16692,NC(=O)CC[C@H](NC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O,5,310.301,C11H22N2O8
C16693,CC(C)=CCc1cc(O)c(C)c(C)c1O,0,0.0,C8H10O2(C5H8)n
C16694,CC(C)=CCC1=CC(=O)C(C)=C(C)C1=O,0,204.2649,C13H16O2
C16695,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c(C)c(C)c1O,0,751.217,C53H82O2
C16696,CC(C)CC(=O)NCCc1c[nH]cn1,0,195.2615,C10H17N3O
C16697,O=C1CCN2CCCC[C@@H]12,1,139.1949,C8H13NO
C16698,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,5,373.2504,C11H20NO11P
C16699,O=C(O)[C@@H](CO)O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O,6,348.1978,C9H17O12P
C16700,O=Cc1ccc(O)c(O)c1,0,138.1207,C7H6O3
C16701,Oc1ccc(CCNCc2ccc(O)c(O)c2)cc1,0,259.3004,C15H17NO3
C16702,COc1ccc(CNCCc2ccc(O)cc2)cc1O,0,273.327,C16H19NO3
C16703,COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCNC2,2,271.3111,C16H17NO3
C16704,COc1cc2c(c(O)c1OC)C(C)NCC2,0,223.2683,C12H17NO3
C16705,COc1cc2c(c(OC)c1OC)C(C)NCC2,0,237.2949,C13H19NO3
C16706,O=CCCc1ccc(O)cc1,0,150.1745,C9H10O2
C16707,COc1cc2c(cc1O)[C@H](CCc1cc(O)c(OC)c(OC)c1)N(C)CC2,1,373.4428,C21H27NO5
C16708,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(O)c(OC)c(OC)c42)C3=CC1=O,2,371.4269,C21H25NO5
C16709,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,2,385.4535,C22H27NO5
C16710,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)C=O)CC2,1,399.437,C22H25NO6
C16711,*C12OC1(C)C(=O)c1ccccc1C2=O,0,0.0,C11H7O3R
C16712,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N)CC2,1,357.4003,C20H23NO5
C16713,COc1cc2c3c(c1O)-c1c(cc(O)c(OC)c1OC)CCC3N(C)CC2,0,371.4269,C21H25NO5
C16714,COc1cc2c3c(c1O)-c1c(cc(OC)c(OC)c1OC)CCC3N(C)CC2,0,385.4535,C22H27NO5
C16715,O=C(O)c1cc(=O)[nH]c2ccccc12,0,189.1675,C10H7NO3
C16716,O=c1cc(O)c2ccccc2[nH]1,0,161.1574,C9H7NO2
C16717,CC1(C)O[C@@H](CC(=O)O)[C@@]2(CO)[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,9,488.5269,C26H32O9
C16718,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@](C)([C@@H](O)c2ccoc2)[C@@]12O[C@@H]2C(=O)O,9,488.5269,C26H32O9
C16719,C[C@H](N)[C@H](O)c1ccccc1,2,151.2056,C9H13NO
C16720,*NC(=O)[C@H](Cc1c[nH]c(CC[C@@H](C(=O)O)N(C)C)n1)NC(*)=O,2,0.0,C13H19N5O4R2
C16721,COc1c2c(nc3ccccc13)O[C@@H](C(C)(C)O)C2,1,259.3004,C15H17NO3
C16722,*N,0,0.0,NH2R
C16723,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3Cc4c([nH]c5ccccc5c4=O)[C@@H]3C[C@H]21,9,512.5085,C26H28N2O9
C16724,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,9,498.525,C26H30N2O8
C16725,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3Cc4cc5ccccc5nc4[C@@H]3C[C@H]21,9,496.5091,C26H28N2O8
C16726,C=C[C@H]1CN2CCC1C[C@@H]2C(=O)c1ccnc2ccccc12,2,292.3749,C19H20N2O
C16727,C=C[C@H]1CN2CCC1C[C@H]2c1[nH]c2ccccc2c1CCO,2,296.4067,C19H24N2O
C16728,C=C[C@H]1CN2CCC1C[C@@H]2C(=O)c1ccnc2ccc(OC)cc12,2,322.4009,C20H22N2O2
C16729,*NC(=O)[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)NC(*)=O,1,0.0,C16H10I4N2O4R2
C16730,*NC(=O)[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)NC(*)=O,1,0.0,C16H11I3N2O4R2
C16731,*NC(=O)[C@H](Cc1cc(I)c(O)c(I)c1)NC(*)=O,1,0.0,C10H8I2N2O3R2
C16732,*NC(=O)[C@H](Cc1ccc(O)c(I)c1)NC(*)=O,1,0.0,C10H9IN2O3R2
C16733,*NC(=O)[C@H](Cc1ccc(O)cc1)NC(*)=O,1,0.0,C10H10N2O3R2
C16734,*NC(=O)C(=C)NC(*)=O,0,0.0,C4H4N2O2R2
C16735,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1CC=O,3,294.3908,C19H22N2O
C16736,*S,0,0.0,HSR
C16737,O=C[C@H](O)[C@@H](O)[C@H](O)CC(=O)O,3,178.14,C6H10O6
C16738,*OS(=O)(=O)O,0,0.0,HSO4R
C16739,*[C@H](NC(=O)[C@H](*)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,3,0.0,C8H16N5O3R(C2H2NOR)n
C16740,*NC(=O)[C@H](CCCCN)NC(*)=O,1,0.0,C7H13N3O2R2
C16741,NC[C@H](O)CC[C@H](N)C(=O)O,2,162.187,C6H14N2O3
C16742,NC[C@@H](O)CC[C@H](N)C(=O)O,2,162.187,C6H14N2O3
C16743,NC[C@H](CC[C@H](N)C(=O)O)OP(=O)(O)O,2,242.1669,C6H15N2O6P
C16744,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,4,258.228,C10H14N2O6
C16745,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,4,244.2014,C9H12N2O6
C16746,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,13,593.7917,C33H55NO8
C16747,N=C(N)NCCCC[C@H](O)CC(=O)N[C@@H](O)C(=O)NCCCCNCCCN,2,403.5202,C17H37N7O4
C16748,O=C1C=C2C(=CCOC2O)O1,0,154.1201,C7H6O4
C16749,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](OC=O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,21,850.9852,C44H66O16
C16750,CC(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@](O)(C(C)C)[C@@H](C)O)[C@H]12,4,341.3994,C17H27NO6
C16751,CC(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@](O)(C(C)C)[C@H](C)O)[C@H]12,4,341.3994,C17H27NO6
C16752,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,4,480.5049,C24H32O10
C16753,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1CCO[C@@H]1O2,2,314.2895,C17H14O6
C16754,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2,2,330.2889,C17H14O7
C16755,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1C=CO[C@@H]1O2,2,328.273,C17H12O7
C16756,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=CO[C@@H]1O2,2,328.273,C17H12O7
C16757,C=CCSS/C=C\CS(=O)CC=C,0,234.4019,C9H14OS3
C16758,C=CCSS/C=C/CS(=O)CC=C,0,234.4019,C9H14OS3
C16759,C=CCSC[C@H](N)C(=O)O,1,161.222,C6H11NO2S
C16760,O=C1c2c(O)cccc2Cc2cc(CO)cc(O)c21,0,256.2534,C15H12O4
C16761,C[C@@]1(O)C2=Nc3c([nH]c(=O)[nH]c3=O)NC[C@H]2[C@H](C(=O)O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@]12C(=O)Nc1cc(Br)ccc12,14,784.5195,C30H34BrN5O15
